;	Marker Co	ordinate F	ile	
3	-224.61	1940.37	19.7	0.07
3	-323.25	1942.34	25.95	0.07
3	-378.57	1898.11	17.8	0.07
3	-215.07	1847.54	16.8	0.07
3	-158.95	1909.67	16.55	0.07
3	-57.28	1877.75	16.95	0.07
3	18.68	1876.19	17.15	0.07
3	-5.65	1887.51	20.8	0.07
3	56.34	1917.64	16.45	0.07
3	191.06	1885.54	19.4	0.07
3	154.93	1907.65	19.75	0.07
3	283.09	1778.36	18.9	0.07
3	251.42	1815.49	21.8	0.07
3	142.12	1836.6	25.3	0.07
3	194.79	1795.77	24.65	0.07
3	80.08	1843.85	18.8	0.07
3	7.58	1807.9	23.95	0.07
3	-183.05	1784.67	24.35	0.07
3	-100.34	1791.33	23.15	0.07
3	-321.68	1834.97	23.45	0.07
3	-378.97	1736.8	21.9	0.07
3	-320.62	1711.57	22.6	0.07
3	-184.44	1715.54	21.3	0.07
3	-9.93	1736.74	23.45	0.07
3	-64.98	1755.38	19.05	0.07
3	81.41	1751.41	18	0.07
3	26.96	1709.18	17.7	0.07
3	138.01	1728.63	21	0.07
3	284.8	1693.18	24	0.07
3	243.41	1679.2	20	0.07
3	191.35	1694.49	24.1	0.07
3	97.95	1622.62	24.15	0.07
3	69.76	1641.11	20.8	0.07
3	18.43	1622.39	18.3	0.07
3	-54	1675.13	24.7	0.07
3	-166.58	1636.72	20.95	0.07
3	-91.36	1693.89	17.55	0.07
3	-243.64	1693.45	17.1	0.07
3	-364.65	1668.62	19.45	0.07
3	-317.7	1613.12	15.5	0.07
3	-210.38	1600.28	15.15	0.07
3	-224.03	1578.09	21.65	0.07
3	-98.8	1549.27	21.8	0.07
3	-154.37	1602	17.6	0.07
3	-47.74	1603.04	23.3	0.07
3	11.68	1568.13	22.3	0.07
3	221.62	1600.45	21.5	0.07
3	278.97	1551.14	23.1	0.07
3	250.11	1557.35	15.85	0.07
3	192.32	1528.98	22.95	0.07
3	43.09	1521.19	17.1	0.07
3	-46.19	1482.23	22.8	0.07
3	-1.23	1509.9	17.65	0.07
3	-160.33	1501.09	16.7	0.07
3	-206.96	1505.83	18.8	0.07
3	-246.28	1541.48	16.85	0.07
3	-326.03	1530.83	16.8	0.07
3	-378.4	1488.08	19.6	0.07
3	-346.6	1407.28	21.75	0.07
3	-316.71	1450.03	14.75	0.07
3	-250.18	1415.52	16.4	0.07
3	-193.14	1397.17	19.5	0.07
3	-76.87	1407.38	17.45	0.07
3	-100.09	1454.87	15.6	0.07
3	8.45	1410.22	15.8	0.07
3	78.5	1410.68	20.4	0.07
3	118.78	1402.1	16.85	0.07
3	49.86	1460.09	15.3	0.07
3	168.03	1424.69	14.85	0.07
3	208.39	1428.68	21.1	0.07
3	259.88	1398.4	22	0.07
3	237.75	1324.94	17.35	0.07
3	301.4	1329.6	19.45	0.07
3	143.41	1358.39	15.75	0.07
3	114.18	1335.24	14.5	0.07
3	47.74	1340.34	14	0.07
3	-107.51	1323.83	20.6	0.07
3	-227.39	1342.07	20.5	0.07
3	-370.64	1348.06	17.85	0.07
3	-301.65	1331.49	19.5	0.07
3	-409.83	1315.67	16.45	0.07
3	-354.84	1256.81	17.8	0.07
3	-299.72	1260	20.9	0.07
3	-198.88	1288.25	22.05	0.07
3	-258.67	1283.29	20.2	0.07
3	-119.7	1257.33	14.15	0.07
3	-16.43	1263.94	16.2	0.07
3	-70.96	1281.54	13.4	0.07
3	99.39	1260.22	16.95	0.07
3	185.92	1282.11	21.35	0.07
3	257.16	1246.61	19.6	0.07
3	305.97	1264.73	18.75	0.07
3	276.91	1182.04	19.3	0.07
3	217.19	1228.41	18	0.07
3	167.29	1188.45	21.9	0.07
3	174.86	1242.44	14.95	0.07
3	71.65	1176.49	19.45	0.07
3	-29.37	1188.22	14.2	0.07
3	-180.73	1223.58	21.25	0.07
3	-231.34	1214.46	13.4	0.07
3	-264.43	1172.15	13.45	0.07
3	-372.24	1201.49	18.7	0.07
3	-366.36	1113.5	14.05	0.07
3	-294.7	1149.52	14.05	0.07
3	-235.75	1122.4	14.05	0.07
3	-82.39	1136.55	16.45	0.07
3	32.21	1120.74	15.2	0.07
3	117.3	1162.9	17.2	0.07
3	226.42	1102.79	14.15	0.07
3	36.44	1045.1	13.25	0.07
3	84.8	1021.95	13.85	0.07
3	0.23	1085.41	17.25	0.07
3	-97.81	1065.52	14.2	0.07
3	-186.69	1049.76	17.6	0.07
3	-312.62	1052.13	13.35	0.07
3	-371.97	1024.32	13.6	0.07
3	-351.62	975.08	15.05	0.07
3	-270.73	1016.26	13.95	0.07
3	-192.25	967.44	13.85	0.07
3	-235.05	1006.42	16.55	0.07
3	-167.32	1005.21	15.2	0.07
3	-55.11	947.72	14.9	0.07
3	52.55	961.2	15.3	0.07
3	279.63	1012.65	13.85	0.07
3	227.33	998.08	20.25	0.07
3	280.42	903.31	18	0.07
3	129.54	929.82	14.35	0.07
3	68.31	922.52	18.55	0.07
3	34.04	889.9	19.65	0.07
3	-51.03	884.11	18.85	0.07
3	-242.05	918.08	18.7	0.07
3	-387.95	927.52	20.45	0.07
3	-356.47	827.38	18	0.07
3	-186.59	865.35	20.95	0.07
3	-221.46	864.16	13.25	0.07
3	-99.19	829.08	13.05	0.07
3	-37.88	797.52	12.9	0.07
3	121.53	819.36	12.45	0.07
3	205.9	805.61	19.3	0.07
3	158.27	818.25	16.45	0.07
3	312.39	843.4	14.55	0.07
3	240.14	863.82	16.8	0.07
3	269.05	765.62	18.5	0.07
3	103.4	762.16	19.05	0.07
3	-1.52	734.4	16.25	0.07
3	-90.22	746.38	20.1	0.07
3	-313.12	731.3	12.1	0.07
3	-355.48	782.41	12.15	0.07
3	-407.19	650.35	18.9	0.07
3	-354.94	685.36	14.75	0.07
3	-184.71	671.93	16.35	0.07
3	-29.81	653.96	17.1	0.07
3	99.22	688.67	12.3	0.07
3	54.86	668.7	12.8	0.07
3	28.6	657.45	18.6	0.07
3	148.77	691.82	17.35	0.07
3	253.22	649.12	17.2	0.07
3	305.23	633.29	14.75	0.07
3	199.17	570.57	18.8	0.07
3	88.44	619.58	13.35	0.07
3	93.71	569.88	16.3	0.07
3	-71.62	601.19	19.55	0.07
3	-111.47	628.48	12.9	0.07
3	-236.78	638.35	13.6	0.07
3	-389.11	599.86	12.15	0.07
3	-321.9	534.82	15.2	0.07
3	-205.43	521.41	17.4	0.07
3	-253.8	538.65	15.35	0.07
3	-147.72	563.94	18.2	0.07
3	-12.92	567.56	17.35	0.07
3	-16.41	510.39	13.7	0.07
3	58.46	553.96	18.9	0.07
3	183.56	562.24	17.35	0.07
3	173.7	519.41	12.35	0.07
3	286.83	552.4	12.75	0.07
3	233.94	474.57	19.4	0.07
3	291.06	486.77	17.6	0.07
3	126.2	482.53	12.15	0.07
3	33.32	431.05	18.05	0.07
3	0.38	426.61	10.25	0.07
3	-54.51	462.26	13.5	0.07
3	-151.18	458.42	16.25	0.07
3	-292.94	481.79	14.05	0.07
3	-364.76	387.63	16.85	0.07
3	-309.42	417.66	14.95	0.07
3	-208.4	388.37	13.5	0.07
3	-43.96	407.31	17.95	0.07
3	59.58	373.53	18.5	0.07
3	155.94	398.24	11.6	0.07
3	352.38	278.67	15.4	0.07
3	223.37	317.06	18.9	0.07
3	236.8	281.85	18	0.07
3	258.69	268.83	12.1	0.07
3	167.42	322.38	13.35	0.07
3	-20.59	316.98	13.9	0.07
3	-141.93	297.23	12.55	0.07
3	-162.11	341.17	17.95	0.07
3	-200.81	254.78	15.55	0.07
3	-101.28	221.62	18.85	0.07
3	-176.95	240.77	14.5	0.07
3	-5.31	246.47	14.45	0.07
3	94.67	219.64	11.75	0.07
3	190.46	238.88	14.1	0.07
3	214.25	223.81	15.85	0.07
3	235.87	180.02	11.6	0.07
3	205.67	146.29	13.7	0.07
3	286.61	190.82	14.8	0.07
3	137.25	163.21	18.2	0.07
3	166.18	147.9	11.15	0.07
3	-2.66	187.91	12.55	0.07
3	-58.62	185.35	16.8	0.07
3	-103.65	121.3	16.75	0.07
3	-185.68	153.28	10.65	0.07
3	-260.11	136.93	14.3	0.07
3	-318.51	171.18	12.2	0.07
3	-188.64	98.34	9.6	0.07
3	-80.85	59.44	16.8	0.07
3	-9.64	51.45	15.2	0.07
3	-47.32	102.85	10.65	0.07
3	32.55	103.25	10.25	0.07
3	177.55	64.49	15.75	0.07
3	-405.63	37.92	9.6	0.07
3	-291.36	28.11	13.25	0.07
3	66.4	33.16	15.45	0.07
3	278.96	23.52	17.9	0.07
3	221.94	22.41	9.1	0.07
3	157.58	-28.62	15.05	0.07
3	115.59	5.25	14.1	0.07
3	-12.83	-33.6	9.6	0.07
3	35.39	13.95	12.45	0.07
3	-66.29	-43.39	15.45	0.07
3	-105.75	-4.19	11.3	0.07
3	-165.97	3.33	8.15	0.07
3	-205.51	11.69	9.25	0.07
3	-346.18	-78.34	14.15	0.07
3	-387.43	-118.2	9.15	0.07
3	-253.04	-91.81	12.3	0.07
3	-148.76	-80.08	14.2	0.07
3	-99.85	-107.03	10.05	0.07
3	-40.65	-98.82	11.3	0.07
3	28.64	-113.29	12.5	0.07
3	204.8	-72.24	9.3	0.07
3	297.51	-102.1	13.3	0.07
3	200.72	-151.46	13	0.07
3	26.17	-195.32	7.5	0.07
3	59.7	-190.21	12.7	0.07
3	-107.46	-185.55	7.75	0.07
3	-154.94	-141.54	7.9	0.07
3	-277.19	-129.78	15.05	0.07
3	-376.1	-188.04	13.55	0.07
3	-327.24	-205.05	8.4	0.07
3	-242.75	-203.2	14.15	0.07
3	-45.67	-272.41	13.15	0.07
3	106.44	-208.43	14.3	0.07
3	209.1	-228.18	7.2	0.07
3	289.15	-277.49	11.85	0.07
3	220.04	-325.22	7.5	0.07
3	165.51	-326.85	9.35	0.07
3	85.42	-302.27	5.55	0.07
3	-10.43	-307.42	5.65	0.07
3	-95.44	-315.09	13.25	0.07
3	-75.34	-348	11.15	0.07
3	-158.13	-301.45	6.25	0.07
3	-208.79	-286.95	11.1	0.07
3	-354.91	-319.6	6.75	0.07
3	-396.46	-317.16	11.6	0.07
3	-412.85	-347.88	12.45	0.07
3	-299.59	-356.41	7.25	0.07
3	-248.26	-363.06	10.05	0.07
3	-296.55	-400.79	13.9	0.07
3	-122.18	-365.31	6.55	0.07
3	-40.05	-419.23	11.15	0.07
3	-96.58	-423.37	11.15	0.07
3	120.53	-399.02	5.65	0.07
3	288.19	-358.46	13.2	0.07
3	309.3	-429.88	7.75	0.07
3	200.04	-448.99	6.4	0.07
3	248.03	-491.88	11.5	0.07
3	76.04	-487.6	13.85	0.07
3	145.26	-461.42	8.45	0.07
3	14.74	-457.64	7.6	0.07
3	-217.1	-458.31	7.25	0.07
3	-141.73	-477.02	12.9	0.07
3	-318.04	-433.83	13.5	0.07
3	-306.32	-498.1	6.75	0.07
3	-322.12	-545.96	13.7	0.07
3	-263.64	-563.8	11.7	0.07
3	-86.14	-530.48	12.9	0.07
3	25.92	-529.17	11.15	0.07
3	111.7	-567.04	13	0.07
3	239.4	-562.45	11.1	0.07
3	306.44	-529.54	5.6	0.07
3	286.26	-616.54	7.2	0.07
3	173.42	-591.67	12.6	0.07
3	131.09	-625.22	6.8	0.07
3	6.69	-620.1	9.5	0.07
3	-131	-584.49	10.65	0.07
3	-65.87	-594.99	7.85	0.07
3	-361.34	-600.49	10.75	0.07
3	-401.03	-606.34	7.9	0.07
3	-366.09	-624.68	6.85	0.07
3	-353.06	-701.75	6.45	0.07
3	-257.64	-661.22	11.8	0.07
3	-205.73	-687.92	7.8	0.07
3	-55.76	-659.62	11	0.07
3	-59.25	-687.5	5.05	0.07
3	-0.46	-709.47	6.05	0.07
3	69.12	-688.02	9.35	0.07
3	225.77	-702.69	8.9	0.07
3	282.28	-701.67	5.4	0.07
3	269.45	-772.31	6.3	0.07
3	133.42	-776.87	11.65	0.07
3	-129.17	-778.35	8.2	0.07
3	-171.16	-779.61	9.75	0.07
3	-312.28	-793	7.25	0.07
3	-273.04	-769.26	4.45	0.07
3	247.51	-864.56	6.25	0.07
3	215.91	-813.9	7.75	0.07
3	147.34	-855.61	12.8	0.07
3	134.51	-818.48	7.25	0.07
3	9.74	-849.01	8.85	0.07
3	-252.66	-851.03	10.65	0.07
3	-389.8	-800.12	5.75	0.07
3	-360.64	-861.44	8.25	0.07
3	-392.79	-942.82	10.6	0.07
3	-266.53	-925.59	8.75	0.07
3	-229.71	-940.16	6.05	0.07
3	-143.14	-901.47	10.1	0.07
3	-98.18	-878.77	13.2	0.07
3	49.41	-885.74	8.35	0.07
3	249.66	-928.79	12.55	0.07
3	242.07	-981.21	8.9	0.07
3	130.99	-968.36	7.4	0.07
3	-8.37	-971.05	11.55	0.07
3	-128.65	-987.37	8.45	0.07
3	-265.14	-963.4	5.75	0.07
3	-330.8	-1012.74	10.25	0.07
3	-399.91	-1013.43	12.05	0.07
3	-362.94	-1087.3	5.9	0.07
3	-266.71	-1088.8	12.45	0.07
3	-242.37	-1051.38	6.2	0.07
3	-287.03	-1032.37	4.4	0.07
3	-208.27	-1032.39	6.9	0.07
3	-157.08	-1071.96	9.35	0.07
3	-215.17	-1078.1	7.45	0.07
3	106.02	-1086.9	4.8	0.07
3	204.24	-1036.88	12.65	0.07
3	159.43	-1111.11	6.9	0.07
3	-0.14	-1119.55	13.4	0.07
3	-50.9	-1105.98	10.9	0.07
3	-296.38	-1146.86	5.85	0.07
3	-410.23	-1223.78	9.7	0.07
3	-269.25	-1214.49	13	0.07
3	-326.96	-1226.99	12.1	0.07
3	2.61	-1201.72	6.1	0.07
3	206.98	-1201.59	6.5	0.07
3	293.46	-1302.83	10	0.07
3	206.14	-1272.33	6.8	0.07
3	147.93	-1280.42	6.35	0.07
3	71.67	-1271.84	10.2	0.07
3	-75.53	-1258.59	8.35	0.07
3	-95.71	-1296.98	11.3	0.07
3	-256.49	-1311.16	10.35	0.07
3	-322.67	-1284.53	13.05	0.07
3	-398.95	-1276.2	13.65	0.07
3	-360.89	-1261.56	10.3	0.07
3	-353.58	-1339.79	16.4	0.07
3	-204.09	-1369.35	16.9	0.07
3	-208.1	-1329.34	9.35	0.07
3	220.91	-1329.06	13.3	0.07
3	246.57	-1398.29	13.3	0.07
3	254.88	-1384.61	10.5	0.07
3	-205.06	-1400.51	25.5	0.07
